,Reference,Site Type,Latitude,Longitude,DateTime,Altitude,Discharge,Stream Slope,Width,Depth,Flow Velocity,Wind Speed,POC,DOC,TOC,pH,Water Temperature,Air Temperature,DO,Chl a,CO2,k,k600,CO2 Flux,CO2 Flux.1,Source,geometry
84,"Alin and Richey, 2012","river, approximately 600 m from alter do chao and water shallower (4-5 m); perhaps slower here",-2.489,-55.014,20040820,150.0,,,,,,1.4,,,,,29.7,26.3,,,,,-8.592,541.16,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-55.014 -2.489)
85,"Alin and Richey, 2012","river, approximately 600 m from alter do chao and water shallower (4-5 m); perhaps slower here",-2.489,-55.014,20040820,150.0,,,,,,1.4,,,,,29.7,26.3,,,,,-4.312,201.33,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-55.014 -2.489)
86,"Alin and Richey, 2012","river, approximately 600 m from alter do chao and water shallower (4-5 m); perhaps slower here",-2.489,-55.014,20040820,150.0,,,,,,1.4,,,,,29.7,26.3,,,,,-5.848,320.91,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-55.014 -2.489)
87,"Alin and Richey, 2012","river, approximately 600 m from alter do chao and water shallower (4-5 m); perhaps slower here",-2.489,-55.014,20040820,150.0,,,,,,3.4,,,,,30.3,31.4,,,,,-3.656,162.73,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-55.014 -2.489)
88,"Alin and Richey, 2012","river, approximately 600 m from alter do chao and water shallower (4-5 m); perhaps slower here",-2.489,-55.014,20040820,150.0,,,,,,3.4,,,,,30.3,31.4,,,,,-11.536,378.43,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-55.014 -2.489)
89,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040823,150.0,,,,,,1.0,,,,,32.8,32.2,,,616.1,,-0.664,-40.87,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
90,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040823,150.0,,,,,,1.0,,,,,32.8,32.2,,,616.1,,-0.976,-34.44,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
91,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040823,150.0,,,,,,1.0,,,,,32.8,32.2,,,616.1,,-0.576,-24.98,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
92,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040823,150.0,,,,,,1.0,,,,,32.8,32.2,,,616.1,,0.576,45.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
93,"Alin and Richey, 2012",30-40 m width river; with influence of the bay (near site RCu-2),-1.729,-51.456,20040823,150.0,,,,,,0.4,,,,,30.4,24.2,,,6606.8,,0.28,329.61,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.456 -1.729)
94,"Alin and Richey, 2012",30-40 m width river; with influence of the bay (near site RCu-2),-1.729,-51.456,20040823,150.0,,,,,,0.4,,,,,30.4,24.2,,,6606.8,,0.344,416.28,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.456 -1.729)
95,"Alin and Richey, 2012",30-40 m width river; with influence of the bay (near site RCu-2),-1.729,-51.456,20040823,150.0,,,,,,0.3,,,,,32.3,28.3,,,6606.8,,0.224,4011.38,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.456 -1.729)
96,"Alin and Richey, 2012",30-40 m width river; with influence of the bay (near site RCu-2),-1.729,-51.456,20040823,150.0,,,,,,0.3,,,,,32.3,28.3,,,6606.8,,0.264,3201.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.456 -1.729)
97,"Alin and Richey, 2012",igarape - 3-4 m width river (near site RCu-1),-1.707,-51.474,20040823,150.0,,,,,,0.0,,,,,24.5,26.4,,,5937.3,,3.904,292.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.474 -1.707)
98,"Alin and Richey, 2012",igarape - 3-4 m width river (near site RCu-1),-1.707,-51.474,20040823,150.0,,,,,,0.0,,,,,24.5,26.4,,,5937.3,,3.2,312.21,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.474 -1.707)
99,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040824,150.0,,,,,,1.8,,,,,30.2,25.1,,,2524.6,,5.616,2319.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
100,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040824,150.0,,,,,,1.8,,,,,30.2,25.1,,,2524.6,,7.096,2732.28,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
101,"Alin and Richey, 2012","bay, river",-1.788,-51.417,20040824,150.0,,,,,,1.8,,,,,30.2,25.1,,,2524.6,,6.648,2611.18,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.417 -1.788)
102,"Alin and Richey, 2012",medium river,-1.778,-51.471,20040824,150.0,,,,,,0.9,,,,,31.2,31.9,,,4282.7,,3.096,2316.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.471 -1.778)
103,"Alin and Richey, 2012",medium river,-1.778,-51.471,20040824,150.0,,,,,,0.9,,,,,31.2,31.9,,,4282.7,,3.416,2690.65,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.471 -1.778)
104,"Alin and Richey, 2012",medium river,-1.778,-51.471,20040824,150.0,,,,,,0.9,,,,,31.2,31.9,,,4282.7,,3.728,2770.12,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-51.471 -1.778)
105,"Alin and Richey, 2012",main river channel of Negro; river all in one channel (not anastomosed); wide,-1.196,-61.289,20050301,17.2,,,,,,,,,,,28.7,32.9,,,3185.0,,7.36,3776.75,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.289 -1.196)
106,"Alin and Richey, 2012",main river channel of Negro; river all in one channel (not anastomosed); wide,-1.196,-61.289,20050301,17.2,,,,,,,,,,,28.7,32.9,,,3185.0,,7.848,4162.75,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.289 -1.196)
107,"Alin and Richey, 2012",main river channel of Negro; river all in one channel (not anastomosed); wide,-1.196,-61.289,20050301,17.2,,,,,,,,,,,28.7,32.9,,,3185.0,,7.28,3761.61,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.289 -1.196)
108,"Alin and Richey, 2012",main river channel of Negro; river all in one channel (not anastomosed); wide,-1.196,-61.289,20050301,17.2,,,,,,,,,,,28.7,32.9,,,3185.0,,6.976,3519.42,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.289 -1.196)
109,"Alin and Richey, 2012",igarape river - very black water; wide (8-10 m); no clear bdry - flooded veg; dominated by a small palm tree,-0.694,-63.203,20050302,17.2,,,,,,,,,,,26.0,27.5,,,,,-9.104,563.86,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.203 -0.694)
110,"Alin and Richey, 2012",igarape river - very black water; wide (8-10 m); no clear bdry - flooded veg; dominated by a small palm tree,-0.694,-63.203,20050302,17.2,,,,,,,,,,,26.0,27.5,,,,,-7.496,620.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.203 -0.694)
111,"Alin and Richey, 2012",igarape river - very black water; wide (8-10 m); no clear bdry - flooded veg; dominated by a small palm tree,-0.694,-63.203,20050302,17.2,,,,,,,,,,,26.0,27.5,,,,,-7.904,552.51,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.203 -0.694)
112,"Alin and Richey, 2012",igarape river - very black water; wide (8-10 m); no clear bdry - flooded veg; dominated by a small palm tree,-0.694,-63.203,20050302,17.2,,,,,,,,,,,26.0,27.5,,,,,-11.56,726.59,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.203 -0.694)
113,"Alin and Richey, 2012",igarape river - very black water,-0.398,-63.315,20050303,17.2,,,,,,,,,,,26.3,27.5,,,,,-57.728,6736.09,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.315 -0.398)
114,"Alin and Richey, 2012",igarape river - very black water,-0.398,-63.315,20050303,17.2,,,,,,,,,,,26.3,27.5,,,,,-94.384,11580.02,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.315 -0.398)
115,"Alin and Richey, 2012",igarape river - very black water,-0.398,-63.315,20050303,17.2,,,,,,,,,,,26.3,27.5,,,,,-50.848,7757.86,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.315 -0.398)
116,"Alin and Richey, 2012",igarape river - very black water,-0.398,-63.315,20050303,17.2,,,,,,,,,,,26.3,27.5,,,,,-91.728,10709.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.315 -0.398)
117,"Alin and Richey, 2012",igarape river - very black water,-0.39,-64.6,20050304,17.2,,,,,,0.0,,,,,25.7,27.1,,,5665.6,,4.28,4427.65,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.59999999999999 -0.39)
118,"Alin and Richey, 2012",igarape river - very black water,-0.39,-64.6,20050304,17.2,,,,,,0.0,,,,,25.7,27.1,,,5665.6,,5.216,4579.03,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.59999999999999 -0.39)
119,"Alin and Richey, 2012",igarape river - very black water,-0.39,-64.6,20050304,17.2,,,,,,0.0,,,,,25.7,27.1,,,5665.6,,4.584,4806.09,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.59999999999999 -0.39)
120,"Alin and Richey, 2012",igarape river - very black water,-0.39,-64.6,20050304,17.2,,,,,,0.0,,,,,25.7,27.1,,,5665.6,,5.32,4579.03,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.59999999999999 -0.39)
121,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-64.604,20050304,17.2,,,,,,1.2,,,,,28.9,30.6,,,5757.2,,0.968,772.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.604 -0.42)
122,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-64.604,20050304,17.2,,,,,,1.2,,,,,28.9,30.6,,,5757.2,,1.072,983.92,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.604 -0.42)
123,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-64.604,20050304,17.2,,,,,,1.2,,,,,28.9,30.6,,,5757.2,,1.096,866.61,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.604 -0.42)
124,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.437,-64.607,20050304,17.2,,,,,,2.1,,,,,29.2,28.2,,,3276.0,,2.664,1074.75,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.607 -0.437)
125,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.437,-64.607,20050304,17.2,,,,,,2.1,,,,,29.2,28.2,,,3276.0,,2.352,1192.06,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.607 -0.437)
126,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.437,-64.607,20050304,17.2,,,,,,2.1,,,,,29.2,28.2,,,3276.0,,3.072,1184.49,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.607 -0.437)
127,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.437,-64.607,20050304,17.2,,,,,,2.1,,,,,29.2,28.2,,,3276.0,,2.816,1044.47,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.607 -0.437)
128,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.473,-64.62,20050304,17.2,,,,,,1.3,,,,,29.1,28.9,,,3344.8,,1.416,1381.28,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.62 -0.473)
129,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.473,-64.62,20050304,17.2,,,,,,1.3,,,,,29.1,28.9,,,3344.8,,5.224,2569.55,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.62 -0.473)
130,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.473,-64.62,20050304,17.2,,,,,,1.3,,,,,29.1,28.9,,,3344.8,,5.032,1839.18,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-64.62 -0.473)
131,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.402,-65.211,20050305,17.2,,,,,,0.8,,,,,28.1,26.3,,,2422.8,,2.184,741.73,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.211 -0.402)
132,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.402,-65.211,20050305,17.2,,,,,,0.8,,,,,28.1,26.3,,,2422.8,,2.216,794.71,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.211 -0.402)
133,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.402,-65.211,20050305,17.2,,,,,,0.8,,,,,28.1,26.3,,,2422.8,,2.464,847.69,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.211 -0.402)
134,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.402,-65.211,20050305,17.2,,,,,,0.8,,,,,28.1,26.3,,,2422.8,,2.712,972.57,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.211 -0.402)
135,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.405,-65.227,20050305,17.2,,,,,,1.3,,,,,28.2,26.7,,,2476.7,,3.672,1392.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.227 -0.405)
136,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.405,-65.227,20050305,17.2,,,,,,1.3,,,,,28.2,26.7,,,2476.7,,3.616,1377.49,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.227 -0.405)
137,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.405,-65.227,20050305,17.2,,,,,,1.3,,,,,28.2,26.7,,,2476.7,,5.584,2115.43,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.227 -0.405)
138,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.405,-65.227,20050305,17.2,,,,,,1.3,,,,,28.2,26.7,,,2476.7,,5.704,2123.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.227 -0.405)
139,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-65.232,20050305,17.2,,,,,,2.1,,,,,28.1,25.6,,,3318.1,,3.32,1702.94,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.232 -0.42)
140,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-65.232,20050305,17.2,,,,,,2.1,,,,,28.1,25.6,,,3318.1,,3.352,1631.04,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.232 -0.42)
141,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-65.232,20050305,17.2,,,,,,2.1,,,,,28.1,25.6,,,3318.1,,3.168,1612.12,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.232 -0.42)
142,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.42,-65.232,20050305,17.2,,,,,,2.1,,,,,28.1,25.6,,,3318.1,,2.792,1396.41,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-65.232 -0.42)
143,"Alin and Richey, 2012",igarape river- very black water,-0.366,-66.569,20050307,17.2,,,,,,0.0,,,,,25.3,26.4,,,2807.2,,4.288,1733.22,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.569 -0.366)
144,"Alin and Richey, 2012",igarape river- very black water,-0.366,-66.569,20050307,17.2,,,,,,0.0,,,,,25.3,26.4,,,2807.2,,3.368,1774.85,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.569 -0.366)
145,"Alin and Richey, 2012",igarape river- very black water,-0.366,-66.569,20050307,17.2,,,,,,0.0,,,,,25.3,26.4,,,2807.2,,8.12,2819.32,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.569 -0.366)
146,"Alin and Richey, 2012",igarape river- very black water,-0.366,-66.569,20050307,17.2,,,,,,0.0,,,,,25.3,26.4,,,2807.2,,5.176,2331.14,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.569 -0.366)
147,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.361,-66.563,20050307,17.2,,,,,,0.3,,,,,27.4,26.6,,,3781.3,,0.832,703.88,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.563 -0.361)
148,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.361,-66.563,20050307,17.2,,,,,,0.3,,,,,27.4,26.6,,,3781.3,,0.44,260.74,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.563 -0.361)
149,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.361,-66.563,20050307,17.2,,,,,,0.3,,,,,27.4,26.6,,,3781.3,,0.368,248.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.563 -0.361)
150,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.361,-66.563,20050307,17.2,,,,,,0.3,,,,,27.4,26.6,,,3781.3,,1.648,961.22,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.563 -0.361)
151,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.356,-66.566,20050307,17.2,,,,,,1.4,,,,,28.5,26.9,,,2374.0,,1.944,719.02,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.566 -0.356)
152,"Alin and Richey, 2012",at least 300-400 m wide river; right/left means 10-20 m off shore; center = where water flows fastest,-0.356,-66.566,20050307,17.2,,,,,,1.4,,,,,28.5,26.9,,,2374.0,,1.928,677.39,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-66.566 -0.356)
