,Reference,Site Type,Latitude,Longitude,DateTime,Altitude,Discharge,Stream Slope,Width,Depth,Flow Velocity,Wind Speed,POC,DOC,TOC,pH,Water Temperature,Air Temperature,DO,Chl a,CO2,k,k600,CO2 Flux,CO2 Flux.1,Source,geometry
4226,Borges et al 2018,river channel,50.6389,5.5774,41123.4888888888,,207.0,,110.0,,,,,,,,2.6,,,0.48,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4227,Borges et al 2018,river channel,50.6389,5.5774,13/02/2012 11:45,,207.0,,110.0,,,,,,,,4.2,,,0.5,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4228,Borges et al 2018,river channel,50.6389,5.5774,20/02/2012 11:52,,207.0,,110.0,,,,,,,,4.9,,,1.11,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4229,Borges et al 2018,river channel,50.6389,5.5774,27/02/2012 11:16,,207.0,,110.0,,,,,,,,8.5,,,1.51,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4230,Borges et al 2018,river channel,50.6389,5.5774,41032.4201388888,,207.0,,110.0,,,,,,,,10.3,,,3.05,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4231,Borges et al 2018,river channel,50.6389,5.5774,41246.4305555555,,207.0,,110.0,,,,,,,,9.0,,,3.39,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4232,Borges et al 2018,river channel,50.6389,5.5774,19/03/2012 09:50,,207.0,,110.0,,,,,,,,11.5,,,3.75,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4233,Borges et al 2018,river channel,50.6389,5.5774,26/03/2012 09:45,,207.0,,110.0,,,,,,,,13.9,,,16.04,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4234,Borges et al 2018,river channel,50.6389,5.5774,40943.4548611111,,207.0,,110.0,,,,,,,,15.0,,,5.76,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4235,Borges et al 2018,river channel,50.6389,5.5774,41156.4166666666,,207.0,,110.0,,,,,,,,14.0,,,3.86,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4236,Borges et al 2018,river channel,50.6389,5.5774,16/04/2012 10:00,,207.0,,110.0,,,,,,,,12.7,,,22.52,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4237,Borges et al 2018,river channel,50.6389,5.5774,23/04/2012 10:45,,207.0,,110.0,,,,,,,,13.1,,,11.47,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4238,Borges et al 2018,river channel,50.6389,5.5774,27/04/2012 10:05,,207.0,,110.0,,,,,,,,13.3,,,9.25,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4239,Borges et al 2018,river channel,50.6389,5.5774,41095.4479166666,,207.0,,110.0,,,,,,,,12.9,,,22.49,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4240,Borges et al 2018,river channel,50.6389,5.5774,14/05/2012 11:40,,207.0,,110.0,,,,,,,,16.0,,,0.28,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4241,Borges et al 2018,river channel,50.6389,5.5774,21/05/2012 10:15,,207.0,,110.0,,,,,,,,18.6,,,0.67,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4242,Borges et al 2018,river channel,50.6389,5.5774,29/05/2012 11:25,,207.0,,110.0,,,,,,,,21.8,,,1.27,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4243,Borges et al 2018,river channel,50.6389,5.5774,41005.4513888888,,207.0,,110.0,,,,,,,,20.7,,,0.58,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4244,Borges et al 2018,river channel,50.6389,5.5774,13/06/2012 10:30,,207.0,,110.0,,,,,,,,20.9,,,36.72,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4245,Borges et al 2018,river channel,50.6389,5.5774,19/06/2012 10:35,,207.0,,110.0,,,,,,,,20.4,,,8.57,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4246,Borges et al 2018,river channel,50.6389,5.5774,25/06/2012 10:25,,207.0,,110.0,,,,,,,,20.0,,,1.5,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4247,Borges et al 2018,river channel,50.6389,5.5774,40946.4375,,207.0,,110.0,,,,,,,,22.1,,,1.2,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4248,Borges et al 2018,river channel,50.6389,5.5774,41159.4270833333,,207.0,,110.0,,,,,,,,23.5,,,0.8,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4249,Borges et al 2018,river channel,50.6389,5.5774,16/07/2012 11:25,,207.0,,110.0,,,,,,,,17.4,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4250,Borges et al 2018,river channel,50.6389,5.5774,23/07/2012 12:00,,207.0,,110.0,,,,,,,,19.7,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4251,Borges et al 2018,river channel,50.6389,5.5774,30/07/2012 11:30,,207.0,,110.0,,,,,,,,21.8,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4252,Borges et al 2018,river channel,50.6389,5.5774,41068.5972222222,,207.0,,110.0,,,,,,,,23.2,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4253,Borges et al 2018,river channel,50.6389,5.5774,13/08/2012 12:10,,207.0,,110.0,,,,,,,,23.4,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4254,Borges et al 2018,river channel,50.6389,5.5774,21/08/2012 12:30,,207.0,,110.0,,,,,,,,25.7,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4255,Borges et al 2018,river channel,50.6389,5.5774,27/08/2012 12:10,,207.0,,110.0,,,,,,,,22.6,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4256,Borges et al 2018,river channel,50.6389,5.5774,40977.5208333333,,207.0,,110.0,,,,,,,,21.3,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4257,Borges et al 2018,river channel,50.6389,5.5774,41191.5,,207.0,,110.0,,,,,,,,22.2,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4258,Borges et al 2018,river channel,50.6389,5.5774,17/09/2012 11:10,,207.0,,110.0,,,,,,,,19.5,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4259,Borges et al 2018,river channel,50.6389,5.5774,25/09/2012 09:50,,207.0,,110.0,,,,,,,,18.8,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4260,Borges et al 2018,river channel,50.6389,5.5774,40949.4513888888,,207.0,,110.0,,,,,,,,17.1,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4261,Borges et al 2018,river channel,50.6389,5.5774,41162.4131944444,,207.0,,110.0,,,,,,,,14.9,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4262,Borges et al 2018,river channel,50.6389,5.5774,15/10/2012 11:15,,207.0,,110.0,,,,,,,,13.3,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
4263,Borges et al 2018,river channel,50.6389,5.5774,23/10/2012 09:58,,207.0,,110.0,,,,,,,,16.3,,,,,,,,,"Borges, A.V., Darchambeau, F., Lambert, T., Bouillon, S., Morana, C., Brouy?re, S., Hakoun, V., Jurado, A., Tseng, H.C., Descy, J.P. and Roland, F.A.E. (2018) Effects of agricultural land use on fluvial carbon dioxide, methane and nitrous oxide concentrations in a large European river, the Meuse (Belgium). Science of The Total Environment 610?611, 342-355.",POINT (5.5774 50.6389)
